geo_level,geo_code,geoid,name,total,at school,at school-female,at school-male,left school,left school-female,left school-male,never attended,never attended-female,never attended-male,unspecified,unspecified-female,unspecified-male
country,KE,country-KE,Kenya,70171102,28226584,13646608,14579976,28465686,14315758,14149928,12116838,6798986,5317852,1361994,587326,774668
