geo_level,geo_code,geoid,name,total,basic literacy,madrassa,none,pre-primary,primary,secondary,tertiary,university,youth polytechnic
country,KE,country-KE,Kenya,69788888,136660,469842,12983950,4630064,35652860,12168640,2370860,1052604,323408
