geo_level,geo_code,geoid,name,total,economically inactive,economically inactive-female,economically inactive-male,employed,employed-female,employed-male,employment unclassified,employment unclassified-female,employment unclassified-male,seeking work / no work available,seeking work / no work available-female,seeking work / no work available-male
country,KE,country-KE,Kenya,32478570,12824624,7187753,5636871,15786331,7379465,8406866,1680733,833224,847509,2186882,1025923,1160959
